"Event Name","Event ID","Order #","Order Date","Quantity","Ticket Type","Attendee #","Date Attending","Order Type","Gender","How did you hear about this event?"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Halifax Edition)",12211247169,339892309,"2014-09-10",1,"Yes, I'd like to attend!",429881085,"2014-09-27","PayPal Completed",,"From a Friend"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Halifax Edition)",12211247169,339892309,"2014-09-10",1,"Yes, I'd like to attend!",429881087,"2014-09-27","PayPal Completed",,"From a Friend"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Halifax Edition)",12211247169,339892309,"2014-09-10",1,"Yes, I'd like to attend!",429881091,"2014-09-27","PayPal Completed",,"From a Friend"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Halifax Edition)",12211247169,339980115,"2014-09-10",1,"Yes, I'd like to attend!",429986765,"2014-09-27","PayPal Completed",,"From a Friend"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Halifax Edition)",12211247169,339980115,"2014-09-10",1,"Yes, I'd like to attend!",429986767,"2014-09-27","PayPal Completed",,"From a Friend"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Halifax Edition)",12211247169,341704263,"2014-09-13",1,"Yes, I'd like to attend!",432259627,"2014-09-27","PayPal Completed",,"From a Friend"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Halifax Edition)",12211247169,341929895,"2014-09-14",1,"Yes, I'd like to attend!",432546153,"2014-09-27","Partially Refunded",,"From a Friend"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Halifax Edition)",12211247169,341929895,"2014-09-14",1,"Yes, I'd like to attend!",432546155,"2014-09-27","Partially Refunded",,"From a Friend"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Halifax Edition)",12211247169,341929895,"2014-09-14",1,"Yes, I'd like to attend!",432546157,"2014-09-27","Partially Refunded",,"From a Friend"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Halifax Edition)",12211247169,341929895,"2014-09-14",1,"Yes, I'd like to attend!",432546159,"2014-09-27","Partially Refunded",,"From a Friend"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Halifax Edition)",12211247169,343012621,"2014-09-16",1,"Yes, I'd like to attend!",433896045,"2014-09-27","Complimentary",,"From a Friend"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Halifax Edition)",12211247169,343012621,"2014-09-16",1,"Yes, I'd like to attend!",433896047,"2014-09-27","Complimentary",,"From a Friend"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Halifax Edition)",12211247169,348268437,"2014-09-25",1,"Yes, I'd like to attend!",440538339,"2014-09-27","PayPal Completed",,"Twitter"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Halifax Edition)",12211247169,319478405,"2014-07-22",1,"Yes, I'd like to mentor!",403822221,"2014-09-27","Free Order",,"Twitter"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Halifax Edition)",12211247169,335448895,"2014-09-02",1,"Yes, I'd like to mentor!",424158101,"2014-09-27","Free Order",,"Other"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Halifax Edition)",12211247169,342455283,"2014-09-15",1,"Yes, I'd like to attend!",433204903,"2014-09-27","PayPal Completed",,"Twitter | Other"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Halifax Edition)",12211247169,336042785,"2014-09-03",1,"Yes, I'd like to attend!",424954627,"2014-09-27","PayPal Completed",,"Facebook"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Halifax Edition)",12211247169,339845393,"2014-09-10",1,"Yes, I'd like to attend!",429824375,"2014-09-27","PayPal Completed",,"From a Friend"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Halifax Edition)",12211247169,331835613,"2014-08-24",1,"Yes, I'd like to mentor!",419621907,"2014-09-27","Free Order",,"Other"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Halifax Edition)",12211247169,339193845,"2014-09-09",1,"Yes, I'd like to attend!",429009683,"2014-09-27","PayPal Completed",,"Other"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Halifax Edition)",12211247169,339845393,"2014-09-10",1,"Yes, I'd like to attend!",429824377,"2014-09-27","PayPal Completed",,"From a Friend"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Halifax Edition)",12211247169,339892309,"2014-09-10",1,"Yes, I'd like to attend!",429881089,"2014-09-27","PayPal Completed",,"From a Friend"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Halifax Edition)",12211247169,336094415,"2014-09-03",1,"Yes, I'd like to mentor!",425018663,"2014-09-27","Free Order",,"Other"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Halifax Edition)",12211247169,347228363,"2014-09-24",1,"Yes, I'd like to attend!",439236815,"2014-09-27","Complimentary",,"From a Friend"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Halifax Edition)",12211247169,331061651,"2014-08-22",1,"Yes, I'd like to mentor!",418633569,"2014-09-27","Free Order",,"Other"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Fredericton Edition)",12211349475,321978611,"2014-07-29",1,"Yes, I'd like to attend!",406971861,"2014-09-27","PayPal Completed",,"From a Friend"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Fredericton Edition)",12211349475,345994523,"2014-09-22",1,"Yes, I'd like to mentor!",437688209,"2014-09-27","Free Order",,"From a Friend"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Fredericton Edition)",12211349475,338918467,"2014-09-08",1,"Yes, I'd like to attend!",428667955,"2014-09-27","PayPal Partially Refunded",,"Other"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Fredericton Edition)",12211349475,340847227,"2014-09-11",1,"Yes, I'd like to mentor!",431167435,"2014-09-27","Free Order",,"From a Friend"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Fredericton Edition)",12211349475,338918471,"2014-09-08",1,"Yes, I'd like to attend!",428667957,"2014-09-27","PayPal Partially Refunded",,"From a Friend"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Fredericton Edition)",12211349475,344372961,"2014-09-18",1,"Yes, I'd like to mentor!",435608205,"2014-09-27","Free Order",,"Other"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Fredericton Edition)",12211349475,344804501,"2014-09-19",1,"Yes, I'd like to attend!",436150649,"2014-09-27","PayPal Completed",,"Twitter"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Fredericton Edition)",12211349475,345014345,"2014-09-19",1,"Yes, I'd like to attend!",436412947,"2014-09-27","PayPal Completed",,"From a Friend"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Fredericton Edition)",12211349475,333636009,"2014-08-28",1,"Yes, I'd like to attend!",421880775,"2014-09-27","PayPal Completed",,"From a Friend"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Fredericton Edition)",12211349475,346878841,"2014-09-23",1,"Yes, I'd like to attend!",438797273,"2014-09-27","PayPal Completed",,"Poster | Other"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Fredericton Edition)",12211349475,348765053,"2014-09-26",1,"Yes, I'd like to attend!",441179725,"2014-09-27","PayPal Completed",,"Other"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Fredericton Edition)",12211349475,346734975,"2014-09-23",1,"Yes, I'd like to attend!",438612751,"2014-09-27","PayPal Completed",,"From a Friend"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Fredericton Edition)",12211349475,348480071,"2014-09-26",1,"Yes, I'd like to attend!",440818357,"2014-09-27","PayPal Completed",,"From a Friend"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Fredericton Edition)",12211349475,343130213,"2014-09-16",1,"Yes, I'd like to mentor!",434041313,"2014-09-27","Free Order",,"Other"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Fredericton Edition)",12211349475,344885153,"2014-09-19",1,"Yes, I'd like to attend!",436250731,"2014-09-27","PayPal Completed",,"Other"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Fredericton Edition)",12211349475,345834685,"2014-09-21",1,"Yes, I'd like to attend!",437485897,"2014-09-27","PayPal Completed",,"Facebook"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Fredericton Edition)",12211349475,346019683,"2014-09-22",1,"Yes, I'd like to attend!",437719291,"2014-09-27","PayPal Partially Refunded",,"Other"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Calgary Edition)",12211353487,329012359,"2014-08-17",1,"Yes, I'd like to mentor!",416036103,"2014-09-27","Free Order",,"Other"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Calgary Edition)",12211353487,338712351,"2014-09-08",1,"Yes, I'd like to mentor!",428409375,"2014-09-27","Free Order",,"Other"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Calgary Edition)",12211353487,338819959,"2014-09-08",1,"Yes, I'd like to mentor!",428545677,"2014-09-27","Free Order",,"Other"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Calgary Edition)",12211353487,344994927,"2014-09-19",1,"Yes, I'd like to mentor!",436388291,"2014-09-27","Free Order",,"Twitter"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Calgary Edition)",12211353487,348130223,"2014-09-25",1,"Yes, I'd like to mentor!",440364907,"2014-09-27","Free Order",,"From a Friend"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Calgary Edition)",12211353487,339862111,"2014-09-10",1,"Yes, I'd like to attend!",429844177,"2014-09-27","PayPal Completed",,"Other"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Calgary Edition)",12211353487,339202935,"2014-09-09",1,"Yes, I'd like to attend!",429020847,"2014-09-27","PayPal Completed",,"Other"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Calgary Edition)",12211353487,328614025,"2014-08-15",1,"Yes, I'd like to attend!",415512883,"2014-09-27","PayPal Completed",,"Other"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Calgary Edition)",12211353487,334086399,"2014-08-29",1,"Yes, I'd like to mentor!",422463313,"2014-09-27","Free Order",,"Twitter | From a Friend"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Calgary Edition)",12211353487,342759441,"2014-09-15",1,"Yes, I'd like to attend!",433585857,"2014-09-27","PayPal Completed",,"Twitter"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Calgary Edition)",12211353487,344997665,"2014-09-19",1,"Yes, I'd like to mentor!",436391787,"2014-09-27","Free Order",,"Other"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Calgary Edition)",12211353487,327236977,"2014-08-12",1,"Yes, I'd like to attend!",413684507,"2014-09-27","PayPal Completed",,"Twitter | From a Friend"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Calgary Edition)",12211353487,348770801,"2014-09-26",1,"Yes, I'd like to mentor!",441187031,"2014-09-27","Free Order",,"From a Friend"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Calgary Edition)",12211353487,340156551,"2014-09-10",1,"Yes, I'd like to attend!",430214113,"2014-09-27","PayPal Completed",,"Other"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Calgary Edition)",12211353487,343277529,"2014-09-16",1,"Yes, I'd like to attend!",434230063,"2014-09-27","PayPal Completed",,"From a Friend"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Calgary Edition)",12211353487,338578985,"2014-09-08",1,"Yes, I'd like to attend!",428241963,"2014-09-27","PayPal Completed",,"Other"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Calgary Edition)",12211353487,342506801,"2014-09-15",1,"Yes, I'd like to attend!",433268113,"2014-09-27","PayPal Completed",,"Other"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Calgary Edition)",12211353487,337130631,"2014-09-04",1,"Yes, I'd like to attend!",426412207,"2014-09-27","PayPal Completed",,"Twitter"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Calgary Edition)",12211353487,335876493,"2014-09-02",1,"Yes, I'd like to attend!",424721377,"2014-09-27","PayPal Completed",,"Twitter"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Calgary Edition)",12211353487,335888281,"2014-09-02",1,"Yes, I'd like to attend!",424737873,"2014-09-27","PayPal Completed",,"Twitter | From a Friend"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Calgary Edition)",12211353487,320395781,"2014-07-24",1,"Yes, I'd like to attend!",404972017,"2014-09-27","PayPal Completed",,"From a Friend"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Calgary Edition)",12211353487,335549813,"2014-09-02",1,"Yes, I'd like to attend!",424281673,"2014-09-27","PayPal Completed",,"Other"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Calgary Edition)",12211353487,333117805,"2014-08-27",1,"Yes, I'd like to attend!",421236517,"2014-09-27","PayPal Completed",,"Other"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Calgary Edition)",12211353487,341677151,"2014-09-13",1,"Yes, I'd like to attend!",432225325,"2014-09-27","PayPal Completed",,"From a Friend"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Calgary Edition)",12211353487,341677151,"2014-09-13",1,"Yes, I'd like to attend!",432225327,"2014-09-27","PayPal Completed",,"From a Friend"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Calgary Edition)",12211353487,325494163,"2014-08-07",1,"Yes, I'd like to attend!",411494615,"2014-09-27","PayPal Completed",,"Other"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Calgary Edition)",12211353487,341913835,"2014-09-14",1,"Yes, I'd like to attend!",432523215,"2014-09-27","PayPal Completed",,"From a Friend"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Calgary Edition)",12211353487,333203147,"2014-08-27",1,"Yes, I'd like to attend!",421345861,"2014-09-27","PayPal Completed",,"Other"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Calgary Edition)",12211353487,330338079,"2014-08-20",1,"Yes, I'd like to mentor!",417713835,"2014-09-27","Free Order",,"Other"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Calgary Edition)",12211353487,329401391,"2014-08-18",1,"Yes, I'd like to mentor!",416536977,"2014-09-27","Free Order",,"Other"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Calgary Edition)",12211353487,329796187,"2014-08-19",1,"Yes, I'd like to attend!",417033305,"2014-09-27","PayPal Completed",,"Facebook | From a Friend"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Calgary Edition)",12211353487,341508667,"2014-09-12",1,"Yes, I'd like to attend!",432007947,"2014-09-27","PayPal Completed",,"Twitter"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Calgary Edition)",12211353487,341555457,"2014-09-12",1,"Yes, I'd like to attend!",432066683,"2014-09-27","PayPal Completed",,"Poster"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Calgary Edition)",12211353487,341269741,"2014-09-12",1,"Yes, I'd like to attend!",431704151,"2014-09-27","PayPal Completed",,"From a Friend"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Calgary Edition)",12211353487,345407487,"2014-09-20",1,"Yes, I'd like to mentor!",436915695,"2014-09-27","Free Order",,"Twitter"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Calgary Edition)",12211353487,340631413,"2014-09-11",1,"Yes, I'd like to attend!",430891745,"2014-09-27","PayPal Completed",,"Other"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Calgary Edition)",12211353487,338025027,"2014-09-06",1,"Yes, I'd like to attend!",427551179,"2014-09-27","PayPal Completed",,"Other"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Calgary Edition)",12211353487,339330793,"2014-09-09",1,"Yes, I'd like to attend!",429180157,"2014-09-27","PayPal Completed",,"Facebook"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Calgary Edition)",12211353487,345508503,"2014-09-20",1,"Yes, I'd like to attend!",437050087,"2014-09-27","PayPal Completed",,"Other"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Calgary Edition)",12211353487,341333317,"2014-09-12",1,"Yes, I'd like to attend!",431785483,"2014-09-27","PayPal Completed",,"Twitter | Other"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Calgary Edition)",12211353487,346945649,"2014-09-23",1,"Yes, I'd like to attend!",438882011,"2014-09-27","PayPal Completed",,"Twitter"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Edmonton Edition)",12211457799,318056461,"2014-07-17",1,"Yes, I'd like to attend!",402043117,"2014-09-27","Free Order",,"Facebook"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Edmonton Edition)",12211457799,319957601,"2014-07-23",1,"Yes, I'd like to attend!",404422777,"2014-09-27","PayPal Completed",,"Twitter | From a Friend"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Edmonton Edition)",12211457799,329985749,"2014-08-19",1,"Yes, I'd like to mentor!",417274013,"2014-09-27","Free Order",,"Other"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Edmonton Edition)",12211457799,331965227,"2014-08-24",1,"Yes, I'd like to attend!",419783825,"2014-09-27","PayPal Completed",,"Facebook"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Edmonton Edition)",12211457799,336244625,"2014-09-03",1,"Yes, I'd like to attend!",425222001,"2014-09-27","PayPal Completed",,"Other"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Edmonton Edition)",12211457799,336128033,"2014-09-03",1,"Yes, I'd like to attend!",425061701,"2014-09-27","PayPal Partially Refunded",,"Other"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Edmonton Edition)",12211457799,334116277,"2014-08-29",1,"Yes, I'd like to attend!",422501037,"2014-09-27","PayPal Completed",,"Twitter"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Edmonton Edition)",12211457799,334737779,"2014-08-31",1,"Yes, I'd like to attend!",423274011,"2014-09-27","PayPal Completed",,"From a Friend"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Edmonton Edition)",12211457799,316011507,"2014-07-11",1,"Yes, I'd like to mentor!",399488087,"2014-09-27","Free Order",,"Facebook | Twitter | From a Friend"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Edmonton Edition)",12211457799,322568359,"2014-07-30",1,"Yes, I'd like to attend!",407729595,"2014-09-27","PayPal Completed",,"Facebook"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Edmonton Edition)",12211457799,316767213,"2014-07-14",1,"Yes, I'd like to attend!",400424439,"2014-09-27","Free Order",,"Other"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Edmonton Edition)",12211457799,335171077,"2014-09-01",1,"Yes, I'd like to attend!",423815383,"2014-09-27","PayPal Completed",,"Twitter"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Edmonton Edition)",12211457799,336551773,"2014-09-03",1,"Yes, I'd like to attend!",425646269,"2014-09-27","PayPal Completed",,"Facebook"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Edmonton Edition)",12211457799,316762065,"2014-07-14",1,"Yes, I'd like to attend!",400418113,"2014-09-27","PayPal Completed",,"From a Friend"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Edmonton Edition)",12211457799,335456329,"2014-09-02",1,"Yes, I'd like to mentor!",424167001,"2014-09-27","Free Order",,"Other"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Edmonton Edition)",12211457799,336762773,"2014-09-04",1,"Yes, I'd like to attend!",425922785,"2014-09-27","PayPal Completed",,"Facebook"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Edmonton Edition)",12211457799,337993069,"2014-09-06",1,"Yes, I'd like to attend!",427511331,"2014-09-27","PayPal Completed",,"Facebook"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Edmonton Edition)",12211457799,329798959,"2014-08-19",1,"Yes, I'd like to attend!",417036703,"2014-09-27","PayPal Completed",,"Twitter"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Edmonton Edition)",12211457799,346079961,"2014-09-22",1,"Yes, I'd like to mentor!",437796993,"2014-09-27","Free Order",,"Twitter"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Edmonton Edition)",12211457799,316761009,"2014-07-14",1,"Yes, I'd like to attend!",400416827,"2014-09-27","PayPal Completed",,"Facebook | Other"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Edmonton Edition)",12211457799,336181741,"2014-09-03",1,"Yes, I'd like to attend!",425133697,"2014-09-27","PayPal Completed",,"Other"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Edmonton Edition)",12211457799,322568359,"2014-07-30",1,"Yes, I'd like to attend!",407729593,"2014-09-27","PayPal Completed",,"Facebook | From a Friend"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Edmonton Edition)",12211457799,338883221,"2014-09-08",1,"Yes, I'd like to attend!",428623481,"2014-09-27","Paid with Cheque",,"Facebook"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Edmonton Edition)",12211457799,335171077,"2014-09-01",1,"Yes, I'd like to attend!",423815385,"2014-09-27","PayPal Completed",,"From a Friend"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Edmonton Edition)",12211457799,338261501,"2014-09-07",1,"Yes, I'd like to attend!",427848241,"2014-09-27","PayPal Completed",,"Other"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Edmonton Edition)",12211457799,338806345,"2014-09-08",1,"Yes, I'd like to attend!",428528677,"2014-09-27","PayPal Completed",,"From a Friend"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Edmonton Edition)",12211457799,333746507,"2014-08-28",1,"Yes, I'd like to attend!",422020235,"2014-09-27","PayPal Completed",,"Facebook | Twitter"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Edmonton Edition)",12211457799,338797801,"2014-09-08",1,"Yes, I'd like to attend!",428517957,"2014-09-27","PayPal Completed",,"Facebook | From a Friend"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Edmonton Edition)",12211457799,334116277,"2014-08-29",1,"Yes, I'd like to attend!",422501035,"2014-09-27","PayPal Completed",,"Twitter"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Edmonton Edition)",12211457799,315331213,"2014-07-09",1,"Yes, I'd like to mentor!",398579793,"2014-09-27","Free Order",,"Facebook"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Edmonton Edition)",12211457799,337202755,"2014-09-04",1,"Yes, I'd like to attend!",426509575,"2014-09-27","PayPal Completed",,"Facebook"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Edmonton Edition)",12211457799,335929237,"2014-09-02",1,"Yes, I'd like to mentor!",424794265,"2014-09-27","Free Order",,"Other"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Edmonton Edition)",12211457799,332253229,"2014-08-25",1,"Yes, I'd like to mentor!",420147877,"2014-09-27","Free Order",,"Other"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Edmonton Edition)",12211457799,335499327,"2014-09-02",1,"Yes, I'd like to attend!",424219907,"2014-09-27","PayPal Completed",,"From a Friend"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Edmonton Edition)",12211457799,330558419,"2014-08-20",1,"Yes, I'd like to attend!",417994369,"2014-09-27","PayPal Completed",,"From a Friend"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Edmonton Edition)",12211457799,335872803,"2014-09-02",1,"Yes, I'd like to mentor!",424716101,"2014-09-27","Free Order",,"Other"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Edmonton Edition)",12211457799,324177357,"2014-08-04",1,"Yes, I'd like to mentor!",409819349,"2014-09-27","Free Order",,"Twitter"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Edmonton Edition)",12211457799,332871125,"2014-08-26",1,"Yes, I'd like to mentor!",420925213,"2014-09-27","Free Order",,"Facebook | Other"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Edmonton Edition)",12211457799,348302417,"2014-09-25",1,"Yes, I'd like to attend!",440582341,"2014-09-27","PayPal Completed",,"Facebook | Twitter | Other"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Edmonton Edition)",12211457799,336877141,"2014-09-04",1,"Yes, I'd like to attend!",426069719,"2014-09-27","PayPal Completed",,"Other"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Edmonton Edition)",12211457799,338806345,"2014-09-08",1,"Make a Donation!",428528687,"2014-09-27","PayPal Completed",,"From a Friend"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Edmonton Edition)",12211457799,327657629,"2014-08-13",1,"Make a Donation!",414242493,"2014-09-27","PayPal Completed",,"Facebook"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Edmonton Edition)",12211457799,327657629,"2014-08-13",1,"Yes, I'd like to attend!",414242485,"2014-09-27","PayPal Completed",,"Facebook"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Montreal Edition)",12211491901,330548255,"2014-08-20",1,"Yes, I'd like to attend!",417981833,"2014-09-27","PayPal Completed",,"From a Friend"
"National Learn to Code Day 2014 Intro to HTML & CSS: Building a Multi-Page Website (Montreal Edition)",12211491901,334120615,"2014-08-29",1,"Yes, I'd like to attend!",422506487,"2014-09-27","PayPal Completed",,"Other"
